{{4, 1252420503, 109274, 109274},
{4, 1252420503, 110114, 110092},
{4, 1252420503, 110595, 110573},
{4, 1252420503, 111074, 111052},
{4, 1252420504, 111449, 111339},
{4, 1252420504, 112034, 111853},
{4, 1252420504, 112589, 112408},
{4, 1252420504, 113084, 112860},
{4, 1252420504, 113444, 113220},
{4, 1252420504, 113924, 113700},
{4, 1252420504, 114329, 114027},
{4, 1252420504, 114824, 114522},
{4, 1252420504, 115409, 115045},
{4, 1252420504, 115814, 115450},
{4, 1252420504, 116384, 115956},
{4, 1252420504, 116924, 116496},
{4, 1252420504, 117389, 116920},
{4, 1252420504, 118019, 117505},
{4, 1252420504, 118739, 118225},
{4, 1252420504, 119250, 118694},
{4, 1252420504, 119894, 119287},
{4, 1252420504, 120464, 119857},
{4, 1252420504, 121274, 120558},
{4, 1252420504, 121769, 121053},
{4, 1252420504, 122294, 121521},
{4, 1252420504, 122879, 122019},
{4, 1252420504, 123674, 122814},
{4, 1252420504, 124485, 123548},
{4, 1252420504, 124994, 123999},
{4, 1252420504, 125489, 124494},
{4, 1252420505, 126119, 125058},
{4, 1252420505, 126884, 125743},
{4, 1252420505, 127364, 126223},
{4, 1252420505, 127769, 126628},
{4, 1252420505, 128205, 126997},
{4, 1252420505, 128819, 127546},
{4, 1252420505, 129345, 128072},
{4, 1252420505, 129869, 128534},
{4, 1252420505, 130470, 129135},
{4, 1252420505, 131129, 129743},
{4, 1252420505, 131729, 130343},
{4, 1252420505, 132509, 130993},
{4, 1252420505, 133050, 131457},
{4, 1252420505, 133679, 132086},
{4, 1252420505, 134220, 132583},
{4, 1252420505, 134879, 133242},
{4, 1252420505, 135464, 133735},
{4, 1252420505, 136080, 134285},
{4, 1252420505, 136830, 135035},
{4, 1252420505, 137550, 135672},
{4, 1252420505, 138179, 136227},
{4, 1252420505, 138764, 136812},
{4, 1252420505, 139334, 137307},
{4, 1252420505, 139964, 137937},
{4, 1252420505, 140699, 138604},
{4, 1252420505, 141285, 139108},
{4, 1252420505, 141929, 139752},
{4, 1252420505, 142500, 140279},
{4, 1252420505, 143129, 140841},
{4, 1252420505, 143789, 141501},
{4, 1252420505, 144360, 141980},
{4, 1252420505, 144959, 142579},
{4, 1252420505, 145589, 143157},
{4, 1252420506, 146175, 143667},
{4, 1252420506, 146789, 144281},
{4, 1252420506, 147375, 144745},
{4, 1252420506, 147989, 145359},
{4, 1252420506, 148694, 146009},
{4, 1252420506, 149354, 146606},
{4, 1252420506, 150044, 147236},
{4, 1252420506, 150779, 147971},
{4, 1252420506, 151470, 148620},
{4, 1252420506, 152220, 149275},
{4, 1252420506, 152819, 149874},
{4, 1252420506, 153389, 150358},
{4, 1252420506, 154050, 150960},
{4, 1252420506, 154649, 151559},
{4, 1252420506, 155279, 152143},
{4, 1252420506, 155970, 152787},
{4, 1252420506, 156569, 153386},
{4, 1252420506, 157244, 153996},
{4, 1252420506, 157919, 154562},
{4, 1252420506, 158580, 155223},
{4, 1252420506, 159134, 155699},
{4, 1252420506, 159854, 156350},
{4, 1252420506, 160634, 157130},
{4, 1252420506, 161190, 157600},
{4, 1252420506, 161744, 158102},
{4, 1252420506, 162554, 158912},
{4, 1252420506, 163319, 159547},
{4, 1252420506, 164175, 160314},
{4, 1252420506, 164789, 160868},
{4, 1252420506, 165315, 161394},
{4, 1252420506, 166139, 162108},
{4, 1252420507, 166934, 162813},
{4, 1252420507, 167474, 163353},
{4, 1252420507, 168089, 163872},
{4, 1252420507, 168794, 164516},
{4, 1252420507, 169589, 165311},
{4, 1252420507, 170129, 165763},
{4, 1252420507, 170759, 166270},
{4, 1252420507, 171494, 167005},
{4, 1252420507, 172229, 167635},
{4, 1252420507, 173009, 168331},
{4, 1252420507, 173774, 169096},
{4, 1252420507, 174360, 169585},
{4, 1252420507, 174974, 170199},
{4, 1252420507, 175589, 170742},
{4, 1252420507, 176324, 171410},
{4, 1252420507, 177164, 172167},
{4, 1252420507, 177869, 172801},
{4, 1252420507, 178589, 173521},
{4, 1252420507, 179279, 174127},
{4, 1252420507, 180269, 175048},
{4, 1252420507, 180824, 175561},
{4, 1252420507, 181514, 176251},
{4, 1252420507, 182114, 176805},
{4, 1252420507, 182714, 177323},
{4, 1252420507, 183389, 177998},
{4, 1252420507, 184019, 178559},
{4, 1252420507, 184634, 179071},
{4, 1252420507, 185294, 179731},
{4, 1252420507, 185955, 180274},
{3, 1252420503, 109274, 109274},
{3, 1252420503, 110174, 110152},
{3, 1252420503, 110879, 110788},
{3, 1252420504, 111345, 111208},
{3, 1252420504, 111869, 111670},
{3, 1252420504, 112349, 112124},
{3, 1252420504, 112949, 112711},
{3, 1252420504, 113415, 113082},
{3, 1252420504, 114074, 113745},
{3, 1252420504, 114555, 114212},
{3, 1252420504, 115004, 114647},
{3, 1252420504, 115485, 115097},
{3, 1252420504, 116024, 115618},
{3, 1252420504, 116669, 116184},
{3, 1252420504, 117119, 116624},
{3, 1252420504, 117764, 117240},
{3, 1252420504, 118409, 117818},
{3, 1252420504, 118994, 118359},
{3, 1252420504, 119534, 118881},
{3, 1252420504, 120165, 119464},
{3, 1252420504, 120884, 120150},
{3, 1252420504, 121634, 120831},
{3, 1252420504, 122174, 121344},
{3, 1252420504, 122594, 121764},
{3, 1252420504, 123284, 122317},
{3, 1252420504, 124019, 123029},
{3, 1252420504, 124784, 123792},
{3, 1252420504, 125384, 124353},
{3, 1252420504, 126000, 124865},
{3, 1252420505, 126569, 125429},
{3, 1252420505, 127110, 125897},
{3, 1252420505, 127604, 126386},
{3, 1252420505, 128160, 126873},
{3, 1252420505, 128819, 127495},
{3, 1252420505, 129345, 127952},
{3, 1252420505, 129854, 128435},
{3, 1252420505, 130440, 128969},
{3, 1252420505, 131069, 129536},
{3, 1252420505, 131654, 130071},
{3, 1252420505, 132315, 130696},
{3, 1252420505, 132899, 131258},
{3, 1252420505, 133440, 131799},
{3, 1252420505, 134039, 132351},
{3, 1252420505, 134669, 132941},
{3, 1252420505, 135194, 133450},
