3709,0,11,0,0,0,0,0,0,0
3806,0,22,0,0,0,0,0,0,0
3906,0,14,0,0,0,0,0,0,0
4006,0,10,0,0,0,0,0,0,0
4106,0,14,0,0,0,100,-100,0,0
4206,0,15,0,0,0,100,-100,0,0
4306,0,13,0,0,0,100,-100,0,0
4406,0,16,0,0,0,100,-100,0,0
4506,0,22,0,0,0,100,-100,0,0
4607,0,19,0,0,0,100,-100,0,0
4710,0,9,0,0,0,100,-100,0,0
4807,0,5,0,0,0,100,-100,0,0
4907,0,5,0,0,0,100,-100,0,0
5007,0,21,0,0,0,100,-100,0,0
5107,0,49,0,0,0,100,-100,0,0
5207,0,17,0,0,0,100,-100,0,0
5307,0,5,0,0,0,100,-100,0,0
5407,0,2,0,0,0,100,-100,0,0
5508,0,1,0,0,0,100,-100,0,0
5607,0,1,0,0,1,100,-100,0,0
5711,0,3,0,0,1,100,-100,0,0
5808,0,9,0,0,0,100,-100,0,0
5908,0,29,0,0,0,100,-100,0,0
6008,0,18,0,0,0,100,-100,0,0
6108,0,3,0,0,0,100,-100,0,0
6208,0,1,0,0,0,100,-100,0,0
6308,0,0,0,0,0,100,-100,0,0
6409,0,0,0,0,0,100,-100,0,0
6508,0,2,0,0,0,100,-100,0,0
6608,0,7,0,0,0,100,-100,0,0
6713,0,28,0,0,0,100,-100,0,0
6809,0,33,0,0,0,100,-100,0,0
6909,0,9,0,0,0,100,-100,0,0
7009,0,2,0,0,0,100,-100,0,0
7109,0,0,0,0,0,100,-100,0,0
7209,0,0,0,0,1,100,-100,0,0
7309,0,1,0,0,1,100,-100,0,0
7409,0,4,0,0,0,100,-100,0,0
7509,0,19,0,0,0,100,-100,0,0
7610,0,0,0,0,0,0,0,0,0
7714,0,0,0,0,1,0,0,0,0
7810,0,0,0,0,1,0,0,0,0
7910,0,0,0,0,1,0,0,0,0
8010,0,0,0,0,1,0,0,0,0
8110,0,0,0,0,1,0,0,0,0
8211,1,0,0,0,1,0,0,0,0
8311,1,0,0,0,1,0,0,0,0
8411,1,0,0,0,1,0,0,0,0
8511,2,0,0,0,1,0,0,0,0
8611,2,0,0,0,1,0,0,0,0
8715,2,0,0,0,1,0,0,0,0
8812,3,0,0,0,1,0,0,0,0
8911,3,0,0,0,1,0,0,0,0
9011,3,0,0,0,1,0,0,0,0
9112,4,0,0,0,1,0,0,0,0
9212,4,0,0,0,1,0,0,0,0
9312,4,0,0,0,1,0,0,0,0
9413,5,0,0,0,1,0,0,0,0
9513,5,0,0,0,1,0,0,0,0
9613,5,0,0,0,1,0,0,0,0
9717,6,0,0,0,1,0,0,0,0
9913,6,0,0,0,1,0,0,0,0
10013,7,1,0,0,1,0,0,0,0
10113,7,0,0,0,1,0,0,0,0
10213,7,0,0,0,1,0,0,0,0
10314,8,0,0,0,1,0,0,0,0
10414,8,0,0,0,1,0,0,0,0
10513,8,10,0,0,1,0,0,0,0
10614,0,25,0,0,1,100,-100,-88,0
10718,0,6,0,0,1,100,-100,-89,0
10814,0,3,0,0,1,100,-100,-88,0
10914,0,3,0,0,1,100,-100,-88,0
11014,0,7,0,0,1,100,-100,-88,0
11114,0,19,0,0,1,100,-100,-88,0
11214,0,28,0,0,1,100,-100,-88,0
11314,0,12,0,0,0,100,-100,-88,0
11414,0,5,0,0,0,100,-100,-88,0
11514,0,5,0,0,0,100,-100,-88,0
11614,0,16,0,0,0,100,-100,-88,0
11718,0,28,0,0,0,100,-100,-88,0
11814,0,14,0,0,0,100,-100,0,0
11915,0,7,0,0,0,100,-100,-84,0
12014,0,6,0,0,0,100,-100,-77,0
12114,0,6,0,0,0,100,-100,-77,0
12214,0,15,0,0,0,100,-100,-77,0
12314,0,26,0,0,0,100,-100,-76,0
12415,0,22,0,0,0,100,-100,-19,0
12514,0,14,0,0,1,100,-100,-19,0
12614,0,4,0,0,1,100,-100,-16,0
12719,0,0,0,0,1,0,-100,0,0
12815,0,0,0,0,1,0,0,0,0
12915,0,0,0,0,0,0,0,0,0
13015,0,0,0,0,0,0,0,0,0
13115,0,0,0,0,0,0,0,0,0
13215,0,0,0,0,0,0,0,0,0
13315,1,0,0,0,0,0,0,0,0
13415,1,0,0,0,0,0,0,0,0
13515,1,0,0,0,0,0,0,0,0
13615,2,0,0,0,0,0,0,0,0
13715,2,0,0,0,0,0,0,0,0
13815,2,0,0,0,0,0,0,0,0
13915,3,0,0,0,0,0,0,0,0
14014,3,0,0,0,0,0,0,0,0
14114,3,0,0,0,0,0,0,0,0
14215,4,0,0,0,0,0,0,0,0
