155807,0,10,0,0,0,100,-100,-53,0
155903,0,18,0,0,0,100,-100,-53,0
156003,0,22,0,0,0,100,-100,-53,0
156107,0,21,0,0,0,100,-100,-53,0
156203,0,18,0,0,0,100,-100,-53,0
156303,0,20,0,0,0,100,-100,-53,0
156407,0,22,0,0,0,100,-100,-52,0
156503,0,24,0,0,0,100,-100,-45,0
156603,0,27,0,0,0,100,-100,-42,0
156706,0,27,0,0,0,100,-100,-43,0
156803,0,27,0,0,0,100,-100,-46,0
156902,0,27,0,0,0,100,-100,-48,0
157007,0,26,0,0,0,100,-100,-62,0
157103,0,24,0,0,0,100,-100,-70,0
157203,0,23,0,0,0,100,-100,-71,0
157306,0,25,0,0,0,100,-100,-71,0
157403,0,30,0,0,0,100,-100,-71,0
157502,0,32,0,0,0,100,-100,-71,0
157606,0,34,0,0,0,100,-100,-71,0
157702,0,32,0,0,0,100,-100,-72,0
157803,0,30,0,0,0,100,-100,-72,0
157906,0,29,0,0,0,100,-100,-72,0
158003,0,31,0,0,0,100,-100,-71,0
158102,0,31,0,0,0,100,-100,-71,0
158202,1,30,0,0,0,100,-100,-71,0
158302,1,30,0,0,0,100,-100,-71,0
158402,1,31,0,0,0,100,-100,-71,0
158506,0,32,0,0,0,100,-100,-71,0
158602,0,32,0,0,0,100,-100,-71,0
158702,0,32,0,0,0,100,-100,-71,0
158806,0,32,0,0,0,100,-100,-71,0
158902,0,32,0,0,0,100,-100,-71,0
159003,0,29,0,0,0,100,-100,-71,0
159106,0,27,0,0,0,100,-100,-71,0
159203,0,25,0,0,0,100,-100,-71,0
159303,0,22,0,0,0,100,-100,-71,0
159407,0,12,0,0,0,100,-100,-72,0
159504,0,0,0,0,0,100,-100,-72,0
159604,0,0,0,0,0,100,0,-73,0
159707,0,0,0,0,0,0,0,0,0
159802,0,0,0,0,0,0,0,0,0
159902,0,0,0,0,0,0,0,0,0
160003,1,0,0,0,0,0,0,0,0
160102,1,0,0,0,0,0,0,0,0
160202,1,0,0,0,0,0,0,0,0
160303,2,0,0,0,0,0,0,0,0
160402,2,0,0,0,0,0,0,0,0
160502,2,0,0,0,0,0,0,0,0
160607,0,0,0,0,0,0,0,0,0
160702,0,0,0,0,0,0,0,0,0
160802,0,0,0,0,0,0,0,0,0
160906,0,0,0,0,0,0,0,0,0
161002,0,0,0,0,0,0,0,0,0
161102,0,0,0,0,0,0,0,0,0
161202,1,0,0,0,0,0,0,0,0
161302,1,0,0,0,0,0,0,0,0
161402,1,0,0,0,0,0,0,0,0
161503,2,0,0,0,0,0,0,0,0
161602,2,0,0,0,0,0,0,0,0
161702,2,0,0,0,0,0,0,0,0
161804,3,0,0,0,0,0,0,0,0
161902,3,0,0,0,0,0,0,0,0
162002,3,0,0,0,0,0,0,0,0
162104,4,0,0,0,0,0,0,0,0
162202,4,0,0,0,0,0,0,0,0
162302,4,0,0,0,0,0,0,0,0
162404,5,0,0,0,0,0,0,0,0
